NCTId,BriefTitle,OverallStatus,Facility,City,State,Zip,Country,SiteStatus,Latitude,Longitude
NCT06822881,CT1190B in the Treatment of Patients With Moderate to Severe Refractory Systemic Lupus Erythematosus (SLE) or Refractory/Progressive Systemic Sclerosis (SSc),RECRUITING,Beijing GoBroad Hospital,Beijing,Beijing Municipality,102200,China,RECRUITING,39.9075,116.39723
NCT06318533,A Clinical Study of CD19 CAR NK Cells for the Treatment of Relapsed/Refractory B-cell Related Autoimmune Diseases,RECRUITING,Affiliated Hospital of Jiangsu University,Zhenjiang,Jiangsu,212001,China,RECRUITING,32.21086,119.45508
NCT06318533,A Clinical Study of CD19 CAR NK Cells for the Treatment of Relapsed/Refractory B-cell Related Autoimmune Diseases,RECRUITING,Jiangsu University Affiliated Hospital,Zhenjiang,Jiangsu,212001,China,RECRUITING,32.21086,119.45508
NCT06373991,A Study to Evaluate the Safety and Efficacy of ATHENA CAR-T in Subjects With Systemic Lupus Erythematosus,NOT_YET_RECRUITING,The First Affiliated Hospital of Henan University of Science and Technology,Luoyang,Henan,471003,China,,34.67345,112.43684
NCT07303790,This is an Early Exploratory Study to Assess the Tolerability and Safety of GC012F in Patients With Multiple Sclerosis,RECRUITING,Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science & Technology,Hubei,Hubei,430030,China,RECRUITING,,
NCT06585514,Anti-CD19 Chimeric Antigen Receptor T Cells for Refractory Systemic Lupus Erythematosus,RECRUITING,Beijing GoBroad Hospital,Beijing,Beijing Municipality,102206,China,RECRUITING,39.9075,116.39723
NCT05640271,Tocilizumab for Acute Chest Syndrome,RECRUITING,University of Chicago,Chicago,Illinois,60637,United States,RECRUITING,41.85003,-87.65005
NCT03056339,Umbilical & Cord Blood (CB) Derived CAR-Engineered NK Cells for B Lymphoid Malignancies,COMPLETED,University of Texas MD Anderson Cancer Center,Houston,Texas,77030,United States,,29.76328,-95.36327
NCT04561557,Safety and Efficacy of CT103A Cells for Relapsed/Refractory Antibody-associated Inflammatory Diseases of the Nervous System,RECRUITING,Tongji Hospital affiliated to Tongji Medical College of Huazhong University of Science and Technology,Wuhan,Hubei,430000,China,RECRUITING,30.58333,114.26667
NCT05277272,INTO-HLH: A Disease Registry for Patients With Hemophagocytic Lymphohistiocytosis (HLH),RECRUITING,Cincinnati Children's Hospital Medical Center,Cincinnati,Ohio,45229,United States,RECRUITING,39.12711,-84.51439
NCT07355972,"Safety, Efficacy and Cellular Metabolic Dynamics of CT1195E in Patients With Refractory / Progressive SSC",RECRUITING,Wuhan Union Hospita,Wuhan,Hubei,430000,China,RECRUITING,30.58333,114.26667
NCT06613490,An Exploratory Clinical Study of CD19 CAR NK Cells for the Treatment of Refractory Antisynthetase Antibody Syndrome and Rheumatoid Arthritis,RECRUITING,The First Affiliated Hospital with Nanjing Medical University,Nanjing,Jiangsu,210029,China,RECRUITING,32.06167,118.77778
NCT04422912,"A Phase 1/2, Open-label, Safety and Dosing Study of Autologous CART Cells (Desmoglein 3 Chimeric Autoantibody Receptor T Cells [DSG3-CAART] or CD19-specific Chimeric Antigen Receptor T Cells [CABA-201]) in Subjects With Active, Pemphigus Vulgaris (RESET-PV)",RECRUITING,"Stanford University, Dept. of Dermatology",Redwood City,California,94063,United States,RECRUITING,37.48522,-122.23635
NCT04422912,"A Phase 1/2, Open-label, Safety and Dosing Study of Autologous CART Cells (Desmoglein 3 Chimeric Autoantibody Receptor T Cells [DSG3-CAART] or CD19-specific Chimeric Antigen Receptor T Cells [CABA-201]) in Subjects With Active, Pemphigus Vulgaris (RESET-PV)",RECRUITING,"UC Davis, Dept. of Dermatology",Sacramento,California,95816,United States,RECRUITING,38.58157,-121.4944
NCT04422912,"A Phase 1/2, Open-label, Safety and Dosing Study of Autologous CART Cells (Desmoglein 3 Chimeric Autoantibody Receptor T Cells [DSG3-CAART] or CD19-specific Chimeric Antigen Receptor T Cells [CABA-201]) in Subjects With Active, Pemphigus Vulgaris (RESET-PV)",RECRUITING,Yale University,New Haven,Connecticut,06520,United States,RECRUITING,41.30815,-72.92816
NCT04422912,"A Phase 1/2, Open-label, Safety and Dosing Study of Autologous CART Cells (Desmoglein 3 Chimeric Autoantibody Receptor T Cells [DSG3-CAART] or CD19-specific Chimeric Antigen Receptor T Cells [CABA-201]) in Subjects With Active, Pemphigus Vulgaris (RESET-PV)",RECRUITING,Northwestern University,Chicago,Illinois,60611,United States,RECRUITING,41.85003,-87.65005
NCT04422912,"A Phase 1/2, Open-label, Safety and Dosing Study of Autologous CART Cells (Desmoglein 3 Chimeric Autoantibody Receptor T Cells [DSG3-CAART] or CD19-specific Chimeric Antigen Receptor T Cells [CABA-201]) in Subjects With Active, Pemphigus Vulgaris (RESET-PV)",RECRUITING,University of Iowa,Iowa City,Iowa,52242,United States,RECRUITING,41.66113,-91.53017
NCT04422912,"A Phase 1/2, Open-label, Safety and Dosing Study of Autologous CART Cells (Desmoglein 3 Chimeric Autoantibody Receptor T Cells [DSG3-CAART] or CD19-specific Chimeric Antigen Receptor T Cells [CABA-201]) in Subjects With Active, Pemphigus Vulgaris (RESET-PV)",RECRUITING,Brigham and Women's Hospital,Boston,Massachusetts,02115,United States,RECRUITING,42.35843,-71.05977
NCT04422912,"A Phase 1/2, Open-label, Safety and Dosing Study of Autologous CART Cells (Desmoglein 3 Chimeric Autoantibody Receptor T Cells [DSG3-CAART] or CD19-specific Chimeric Antigen Receptor T Cells [CABA-201]) in Subjects With Active, Pemphigus Vulgaris (RESET-PV)",RECRUITING,Mount Sinai - Icahn School of Medicine,New York,New York,10029,United States,WITHDRAWN,40.71427,-74.00597
NCT04422912,"A Phase 1/2, Open-label, Safety and Dosing Study of Autologous CART Cells (Desmoglein 3 Chimeric Autoantibody Receptor T Cells [DSG3-CAART] or CD19-specific Chimeric Antigen Receptor T Cells [CABA-201]) in Subjects With Active, Pemphigus Vulgaris (RESET-PV)",RECRUITING,Columbia University,New York,New York,10032,United States,RECRUITING,40.71427,-74.00597
NCT04422912,"A Phase 1/2, Open-label, Safety and Dosing Study of Autologous CART Cells (Desmoglein 3 Chimeric Autoantibody Receptor T Cells [DSG3-CAART] or CD19-specific Chimeric Antigen Receptor T Cells [CABA-201]) in Subjects With Active, Pemphigus Vulgaris (RESET-PV)",RECRUITING,"University of North Carolina, Department of Dermatology",Chapel Hill,North Carolina,27516,United States,WITHDRAWN,35.9132,-79.05584
NCT04422912,"A Phase 1/2, Open-label, Safety and Dosing Study of Autologous CART Cells (Desmoglein 3 Chimeric Autoantibody Receptor T Cells [DSG3-CAART] or CD19-specific Chimeric Antigen Receptor T Cells [CABA-201]) in Subjects With Active, Pemphigus Vulgaris (RESET-PV)",RECRUITING,University of Pennsylvania,Philadelphia,Pennsylvania,19104,United States,RECRUITING,39.95238,-75.16362
NCT04422912,"A Phase 1/2, Open-label, Safety and Dosing Study of Autologous CART Cells (Desmoglein 3 Chimeric Autoantibody Receptor T Cells [DSG3-CAART] or CD19-specific Chimeric Antigen Receptor T Cells [CABA-201]) in Subjects With Active, Pemphigus Vulgaris (RESET-PV)",RECRUITING,"UT Southwestern Medical Center, Dept. of Dermatology",Dallas,Texas,75235,United States,RECRUITING,32.78306,-96.80667
NCT04422912,"A Phase 1/2, Open-label, Safety and Dosing Study of Autologous CART Cells (Desmoglein 3 Chimeric Autoantibody Receptor T Cells [DSG3-CAART] or CD19-specific Chimeric Antigen Receptor T Cells [CABA-201]) in Subjects With Active, Pemphigus Vulgaris (RESET-PV)",RECRUITING,MD Anderson Texas Medical Center,Houston,Texas,77030,United States,RECRUITING,29.76328,-95.36327
NCT04422912,"A Phase 1/2, Open-label, Safety and Dosing Study of Autologous CART Cells (Desmoglein 3 Chimeric Autoantibody Receptor T Cells [DSG3-CAART] or CD19-specific Chimeric Antigen Receptor T Cells [CABA-201]) in Subjects With Active, Pemphigus Vulgaris (RESET-PV)",RECRUITING,University of Washington,Seattle,Washington,98109,United States,COMPLETED,47.60621,-122.33207
NCT06208280,F01 in the Treatment of Autoimmune Diseases,UNKNOWN,"Department of Rheumatology, Ren Ji Hospital South Campus, School of Medicine, Shanghai JiaoTong University",Shanghai,Shanghai Municipality,200001,China,RECRUITING,31.22222,121.45806
NCT07403097,Study of CD19 CAR-T Therapy for Refractory SLE,RECRUITING,Children's Hospital of Chongqing Medical University,Chongqing,,,China,RECRUITING,29.56026,106.55771
NCT05256641,Acalabrutinib Maintenance for the Treatment of Patients With Large B-cell Lymphoma,RECRUITING,UCLA / Jonsson Comprehensive Cancer Center,Los Angeles,California,90095,United States,RECRUITING,34.05223,-118.24368
NCT05256641,Acalabrutinib Maintenance for the Treatment of Patients With Large B-cell Lymphoma,RECRUITING,University of California Davis Comprehensive Cancer Center,Sacramento,California,95817,United States,RECRUITING,38.58157,-121.4944
NCT05256641,Acalabrutinib Maintenance for the Treatment of Patients With Large B-cell Lymphoma,RECRUITING,University of Oklahoma,Oklahoma City,Oklahoma,73190,United States,NOT_YET_RECRUITING,35.46756,-97.51643
NCT06497361,Safety and Efficacy of PRG-2311 for Refractory Lupus Nephritis and IgG4-Related Disease,RECRUITING,Tongji Hospital,Wuhan,Hubei,430030,China,RECRUITING,30.58333,114.26667
NCT06277427,Refractory ANCA Associated Vasculitis and Lupus Nephritis Treated With BCMA-targeting CAR-T Cells,RECRUITING,Tongji Hospital,Wuhan,Hubei,430030,China,RECRUITING,30.58333,114.26667
NCT06464679,An Exploratory Clinical Study of CD19 CAR NK Cell Injection for the Treatment of Relapsed/Refractory Autoimmune Diseases,RECRUITING,Changhai Hospital,Shanghai,,,China,RECRUITING,31.22222,121.45806
NCT06222853,Study of Therapeutic Efficacy of Anti-CD19 CAR-T Cells in Refractory Systemic Lupus Erythematosus,ACTIVE_NOT_RECRUITING,"Children's Hospital, Zhejiang University School of Medicine",Hangzhou,Zhejiang,310052,China,,30.29365,120.16142
NCT07361094,Autologous CD19/BCMA Dual-Target CAR-T for Relapsed/Refractory Autoimmune Diseases,RECRUITING,Beijing GoBroad Boren Hospital,Beijing,,100070,China,RECRUITING,39.9075,116.39723
NCT06373081,Anti-CD19-CD3E-CAR-T Cells in Relapsed/Refractory Autoimmune Disease,RECRUITING,Shanghai ChangZheng hospital,Shanghai,,200003,China,RECRUITING,31.22222,121.45806
NCT06933563,UCAR T-cell Therapy Targeting CD19/BCMA in Patients With r/r Myasthenia Gravis,NOT_YET_RECRUITING,The first affiliated hospital of medical college of zhejiang university,Hangzhou,Zhejiang,,China,,30.29365,120.16142
NCT07052565,CAR-T Cells Therapy for Patients With Autoimmune Diseases,RECRUITING,Anhui Provincial Hospital,Hefei,,,China,RECRUITING,31.86389,117.28083
NCT06371040,Safety and Efficacy of CD19-BCMA Targeted CAR-T Therapy for Refractory Generalized Myasthenia Gravis,RECRUITING,"Tangdu Hospital, The Fourth Military Medical University",Xi'an,Shaanxi,710038,China,RECRUITING,34.25833,108.92861
NCT06787989,BCMA-CD19 CCAR T Cell Treatment of Refractory Immune Thrombocytopenia Associated with Autoimmune Diseases,RECRUITING,West China Hospital,Chengdu,Sichuan,610041,China,RECRUITING,30.66667,104.06667
NCT07040917,A Study of CAR-T Cells in Subjects With Autoimmune Diseases,NOT_YET_RECRUITING,Chinese PLA General Hospital,Beijing,Beijing Municipality,100000,China,,39.9075,116.39723
NCT07161193,Anti-CD19 Chimeric Antigen Receptor T Cells for Refractory Autoimmune Diseases,NOT_YET_RECRUITING,"Henan Province Engineering Technology Research Center of Immunological Precision Medicine and Artificial Intelligence Application, The Second Affiliated Hospital of Henan University of Science and Technology, Luoyang, China",Luoyang,Henan,471003,China,,34.67345,112.43684
NCT06888960,Safety Study of CC312 in Autoimmune Disease Patients,RECRUITING,"Institute of Hematology & Blood Diseases Hospital, Chinese Academy of Medical Sciences",Tianjin,China,300030,China,RECRUITING,39.14222,117.17667
NCT07490951,Cluster of Differentiation 19 (CD19)/B Cell Maturation Antigen (BCMA) Chimeric Antigen Receptor T-Cell (CAR-T) Therapy for Refractory Autoimmune Diseases,NOT_YET_RECRUITING,Wuhan No.1 Hospital,Wuhan,Hubei,,China,,30.58333,114.26667
NCT07333677,In Vivo CAR-T for Refractory Graves' Disease,RECRUITING,Zhongshan Hospital Fudan University,Shanghai,Shanghai Municipality,200032,China,RECRUITING,31.22222,121.45806
NCT07266181,Safety and Efficacy of CD19 Chimeric Antigen Receptor T-Cell (CAR-T) in the Treatment of Refractory Membranous Nephropathy,RECRUITING,"Department of Nephrology, Xijing Hospital",Xi'an,China,710012,China,RECRUITING,34.25833,108.92861
NCT07318259,Study of Ultra-Fast BCMA/CD70 CAR-T Therapy for Refractory SLE,RECRUITING,"Affiliated Drum Tower Hospital, Medical School of Nanjing University",Nanjing,Jiangsu,,China,RECRUITING,32.06167,118.77778
NCT07100873,A Phase 1 Study of ADI-001 in Rheumatoid Arthritis,RECRUITING,Adicet Clinical Trials,Shanghai,Shanghai Municipality,,China,RECRUITING,31.22222,121.45806
NCT07410377,UCAR T-cell Therapy Targeting CD19/ BCMA(QT-019C) in Patients With Relapse/ Refractory Autoimmune Diseases,NOT_YET_RECRUITING,The Affiliated Hospital of Xuzhou Medical University,Xuzhou,,,China,,34.20442,117.28386
NCT05828212,Evaluate the Safety and Efficacy of CAR-T Cells in the Treatment of R/R Neuromyelitis Optica,COMPLETED,The first affiliated hospital of medical college of zhejiang university,Hangzhou,Zhejiang,310000,China,,30.29365,120.16142
NCT06866080,A Study of LCAR-AIO in Subjects With Relapsed/Refractory Autoimmune Diseases,WITHDRAWN,The First Affiliated Hospital of USTC (anhui provincial hospital),Hefei,,,China,,31.86389,117.28083
NCT06866080,A Study of LCAR-AIO in Subjects With Relapsed/Refractory Autoimmune Diseases,WITHDRAWN,Jiangsu Province Hospital,Nanjing,,,China,,32.06167,118.77778
NCT06866080,A Study of LCAR-AIO in Subjects With Relapsed/Refractory Autoimmune Diseases,WITHDRAWN,The 1st Affiliated Hospital of WHU,Wenzhou,,,China,,27.99942,120.66682
NCT06866080,A Study of LCAR-AIO in Subjects With Relapsed/Refractory Autoimmune Diseases,WITHDRAWN,The Affiliated Hospital of XUZHOU Medical University,Xuzhou,,,China,,34.20442,117.28386
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,Little Rock,Arkansas,72201,United States,RECRUITING,34.74648,-92.28959
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,Gainesville,Florida,32610,United States,RECRUITING,29.65163,-82.32483
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,Miami,Florida,33133,United States,WITHDRAWN,25.77427,-80.19366
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,Plantation,Florida,33317,United States,RECRUITING,26.13421,-80.23184
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,Tampa,Florida,33602,United States,RECRUITING,27.94752,-82.45843
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,Atlanta,Georgia,30303,United States,RECRUITING,33.749,-84.38798
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,Chicago,Illinois,60612,United States,RECRUITING,41.85003,-87.65005
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,New Orleans,Louisiana,70112,United States,RECRUITING,29.95465,-90.07507
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,Worcester,Massachusetts,01608,United States,RECRUITING,42.26259,-71.80229
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,Ann Arbor,Michigan,48109,United States,RECRUITING,42.27756,-83.74088
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,New York,New York,10007,United States,RECRUITING,40.71427,-74.00597
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,Stony Brook,New York,11794,United States,RECRUITING,40.92565,-73.14094
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,Syracuse,New York,13202,United States,RECRUITING,43.04812,-76.14742
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,Dallas,Texas,75201,United States,RECRUITING,32.78306,-96.80667
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,Houston,Texas,77002,United States,RECRUITING,29.76328,-95.36327
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,Nkarta Investigational Site,Manati,,00674,Puerto Rico,RECRUITING,18.42745,-66.49212
NCT06762119,A Study of CAR-T Cells in Subjects with Autoimmune Diseases,NOT_YET_RECRUITING,First Affiliated Hospital of Zhejiang University,Hangzhou,,,China,,30.29365,120.16142
NCT06475495,Comparison of B-cell Depletion by Rituximab and Anti-CD 19 CAR-T Therapy in Patients With Rheumatoid Arthritis,ACTIVE_NOT_RECRUITING,Charité - Universitätsmedizin Berlin,Berlin,State of Berlin,10117,Germany,,52.52437,13.41053
NCT07085104,"A Study to Investigate the Safety and Preliminary Efficacy of ALLO-329, an Allogeneic CAR T-cell Therapy, in Adults With Autoimmune Disease",RECRUITING,Mayo Clinic,Phoenix,Arizona,85054,United States,RECRUITING,33.44838,-112.07404
NCT07085104,"A Study to Investigate the Safety and Preliminary Efficacy of ALLO-329, an Allogeneic CAR T-cell Therapy, in Adults With Autoimmune Disease",RECRUITING,University of Colorado Denver,Aurora,Colorado,80045,United States,RECRUITING,39.72943,-104.83192
NCT07085104,"A Study to Investigate the Safety and Preliminary Efficacy of ALLO-329, an Allogeneic CAR T-cell Therapy, in Adults With Autoimmune Disease",RECRUITING,Mayo Clinic,Jacksonville,Florida,32224,United States,RECRUITING,30.33218,-81.65565
NCT07085104,"A Study to Investigate the Safety and Preliminary Efficacy of ALLO-329, an Allogeneic CAR T-cell Therapy, in Adults With Autoimmune Disease",RECRUITING,The University of Chicago Medical Center,Chicago,Illinois,60637,United States,RECRUITING,41.85003,-87.65005
NCT07085104,"A Study to Investigate the Safety and Preliminary Efficacy of ALLO-329, an Allogeneic CAR T-cell Therapy, in Adults With Autoimmune Disease",RECRUITING,University of Iowa,Iowa City,Iowa,52242,United States,RECRUITING,41.66113,-91.53017
NCT07085104,"A Study to Investigate the Safety and Preliminary Efficacy of ALLO-329, an Allogeneic CAR T-cell Therapy, in Adults With Autoimmune Disease",RECRUITING,"Norton Cancer Institute, St. Matthews Campus",Louisville,Kentucky,40207,United States,RECRUITING,38.25424,-85.75941
NCT07085104,"A Study to Investigate the Safety and Preliminary Efficacy of ALLO-329, an Allogeneic CAR T-cell Therapy, in Adults With Autoimmune Disease",RECRUITING,Astera Cancer Care,East Brunswick,New Jersey,08816,United States,RECRUITING,40.42788,-74.41598
NCT07085104,"A Study to Investigate the Safety and Preliminary Efficacy of ALLO-329, an Allogeneic CAR T-cell Therapy, in Adults With Autoimmune Disease",RECRUITING,Icahn School of Medicine at Mount Sinai,New York,New York,10029,United States,RECRUITING,40.71427,-74.00597
NCT07085104,"A Study to Investigate the Safety and Preliminary Efficacy of ALLO-329, an Allogeneic CAR T-cell Therapy, in Adults With Autoimmune Disease",RECRUITING,Duke University Medical Center,Durham,North Carolina,27710,United States,RECRUITING,35.99403,-78.89862
NCT07085104,"A Study to Investigate the Safety and Preliminary Efficacy of ALLO-329, an Allogeneic CAR T-cell Therapy, in Adults With Autoimmune Disease",RECRUITING,Medical University of South Carolina,Charleston,South Carolina,29605,United States,RECRUITING,32.77632,-79.93275
NCT07085104,"A Study to Investigate the Safety and Preliminary Efficacy of ALLO-329, an Allogeneic CAR T-cell Therapy, in Adults With Autoimmune Disease",RECRUITING,Prisma Health,Greenville,South Carolina,29425,United States,RECRUITING,34.85262,-82.39401
NCT07085104,"A Study to Investigate the Safety and Preliminary Efficacy of ALLO-329, an Allogeneic CAR T-cell Therapy, in Adults With Autoimmune Disease",RECRUITING,LDS Hospital - lntermountain Health,Salt Lake City,Utah,84143,United States,RECRUITING,40.76078,-111.89105
NCT07085104,"A Study to Investigate the Safety and Preliminary Efficacy of ALLO-329, an Allogeneic CAR T-cell Therapy, in Adults With Autoimmune Disease",RECRUITING,Hôpital Maisonneuve Rosemont,Montreal,Quebec,H1T 2M4,Canada,RECRUITING,45.50884,-73.58781
NCT06056921,Safety and Efficacy of CD19 Targeted CAR-T Therapy for Refractory Autoimmune Disease,RECRUITING,Shanxi Bethune Hospital,Taiyuan,Shanxi,,China,RECRUITING,37.86944,112.56028
NCT07339540,the Safety and Efficacy of Targeted BCMA In Vivo LV Injection for Recurrent or Refractory Autoimmune Diseases,RECRUITING,"Tongji Hospital, Affiliated to Tongji Medical College of Huazhong University of Science and Technology",Wuhan,Hubei,430000,China,RECRUITING,30.58333,114.26667
NCT02129543,Immune Reconstitution in Stem Cell Transplant Recipients,RECRUITING,University of Miami,Miami,Florida,33136,United States,RECRUITING,25.77427,-80.19366
NCT06014073,TRAC and Power3 (SPPL3) Genes Knock-out Allogeneic CD19-targeting CAR-T Cell Therapy in r/r B-NHL,RECRUITING,"Biotherapeutic Department, Chinese PLA General Hospital",Beijing,,,China,RECRUITING,39.9075,116.39723
NCT06014073,TRAC and Power3 (SPPL3) Genes Knock-out Allogeneic CD19-targeting CAR-T Cell Therapy in r/r B-NHL,RECRUITING,EdiGene Inc,Beijing,,,China,RECRUITING,39.9075,116.39723
NCT06014073,TRAC and Power3 (SPPL3) Genes Knock-out Allogeneic CD19-targeting CAR-T Cell Therapy in r/r B-NHL,RECRUITING,"School of Life Sciences, Peking University",Beijing,,,China,RECRUITING,39.9075,116.39723
NCT06917742,A Study of Intravenous CPTX2309 in Healthy Participants and Participants With Moderate to Severe Rheumatoid Arthritis (RA) or Systemic Lupus Erythematosus (SLE),RECRUITING,Nucleus Network Brisbane,Herston,Queensland,4006,Australia,RECRUITING,-27.44453,153.01852
NCT07392528,Universal Chimeric Antigen Receptor T-Cell （UCAR T-cell） Therapy Targeting CD19/ BCMA（QT-019C） in Patients With r/ r Neurological Autoimmune Diseases,NOT_YET_RECRUITING,Tianjin Huanhu Hospital,Tianjin,,,China,,39.14222,117.17667
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,San Francisco,California,94143,United States,NOT_YET_RECRUITING,37.77493,-122.41942
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,Stanford,California,94304-2201,United States,NOT_YET_RECRUITING,37.42411,-122.16608
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,Tampa,Florida,33612,United States,SUSPENDED,27.94752,-82.45843
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,Atlanta,Georgia,30322,United States,NOT_YET_RECRUITING,33.749,-84.38798
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,Bethesda,Maryland,20892,United States,WITHDRAWN,38.98067,-77.10026
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,Boston,Massachusetts,02115,United States,NOT_YET_RECRUITING,42.35843,-71.05977
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,St Louis,Missouri,63110,United States,NOT_YET_RECRUITING,38.62727,-90.19789
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,New York,New York,10032,United States,RECRUITING,40.71427,-74.00597
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,Syracuse,New York,13202-2240,United States,RECRUITING,43.04812,-76.14742
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,Chapel Hill,North Carolina,27599-7280,United States,NOT_YET_RECRUITING,35.9132,-79.05584
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,Charlotte,North Carolina,28204,United States,RECRUITING,35.22709,-80.84313
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,Richmond,Virginia,23298,United States,NOT_YET_RECRUITING,37.55376,-77.46026
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,Seattle,Washington,98104,United States,NOT_YET_RECRUITING,47.60621,-122.33207
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,Seattle,Washington,98195,United States,RECRUITING,47.60621,-122.33207
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,Darlinghurst,,2010,Australia,NOT_YET_RECRUITING,-33.87939,151.21925
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,Research Site,Melbourne,,3000,Australia,NOT_YET_RECRUITING,-37.814,144.96332
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Mayo Clinic Cancer Center-Scottsdale,Phoenix,Arizona,85054,United States,RECRUITING,33.44838,-112.07404
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,City of Hope,Duarte,California,91010,United States,RECRUITING,34.13945,-117.97729
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,University of California San Francisco,San Francisco,California,94143,United States,RECRUITING,37.77493,-122.41942
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Stanford University Medical Center,Stanford,California,94305-5623,United States,RECRUITING,37.42411,-122.16608
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Moffitt Cancer Center,Tampa,Florida,33612,United States,RECRUITING,27.94752,-82.45843
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Emory University,Atlanta,Georgia,30322,United States,RECRUITING,33.749,-84.38798
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,Northwestern University,Chicago,Illinois,60611,United States,RECRUITING,41.85003,-87.65005
NCT05201781,A Long-term Study for Participants Previously Treated With Ciltacabtagene Autoleucel,RECRUITING,University of Chicago,Chicago,Illinois,60637,United States,RECRUITING,41.85003,-87.65005
