NCTId,BriefTitle,OverallStatus,Facility,City,State,Zip,Country,SiteStatus,Latitude,Longitude
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0047,Copenhagen,,2100,Denmark,NOT_YET_RECRUITING,55.67594,12.56553
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0081,Toulouse,Haute-Garonne,31059,France,NOT_YET_RECRUITING,43.60426,1.44367
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,CHU Montpellier Lapeyronie Hospital,Montpellier,Hérault,34295,France,RECRUITING,43.61093,3.87635
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Centre Hospitalier Universitaire de Rennes - Hôpital Pontchaillou,Rennes,,35033,France,RECRUITING,48.11109,-1.67431
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0109,Strasbourg,,67098,France,NOT_YET_RECRUITING,48.58392,7.74553
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Pitie Salpetriere University Hospital,Paris,Île-de-France Region,75013,France,RECRUITING,48.85341,2.3488
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Universitätsklinikum Leipzig,Leipzig,Saxony,04103,Germany,RECRUITING,51.33962,12.37129
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Universitaetsklinikum Magdeburg,Magdeburg,Saxony-Anhalt,39120,Germany,RECRUITING,52.13129,11.63189
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Charité - Universitaetsmedizin Berlin - Campus Bejnamin Franklin,Berlin,,10117,Germany,RECRUITING,52.52437,13.41053
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Universitaetsklinikum Koeln,Cologne,,50937,Germany,RECRUITING,50.93333,6.95
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Universitaetsklinikum Erlangen,Erlangen,,91054,Germany,RECRUITING,49.59099,11.00783
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0084,Herne,,44649,Germany,NOT_YET_RECRUITING,51.5388,7.22572
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Sheba Medical Center,Ramat Gan,Central District,5262100,Israel,RECRUITING,,
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0042,Jerusalem,,9112001,Israel,NOT_YET_RECRUITING,31.76904,35.21633
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Fondazione Policlinico Universitario Agostino Gemelli IRCCS - Università Cattolica del Sacro Cuore,Rome,Lazio,00168,Italy,RECRUITING,41.89193,12.51133
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0032,Milan,Milano,20162,Italy,NOT_YET_RECRUITING,45.46427,9.18951
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0044,Rome,Roma,00165,Italy,NOT_YET_RECRUITING,41.89193,12.51133
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0070,Pisa,Tuscany,56126,Italy,NOT_YET_RECRUITING,43.70853,10.4036
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0055,Sapporo,Hokkaido,0608648,Japan,NOT_YET_RECRUITING,43.06667,141.35
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Yokohama City University Hospital,Yokohama,Kanagawa,236-0004,Japan,RECRUITING,35.43333,139.65
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Juntendo University Hospital,Bunkyo-ku,Tokyo,113-8431,Japan,RECRUITING,,
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Keio university hospital,Shinjuku-ku,Tokyo,1608582,Japan,RECRUITING,,
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Chiba University Hospital,Chiba,,260-8677,Japan,RECRUITING,35.6,140.11667
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Kyushu University Hospital,Fukuoka,,812-8582,Japan,RECRUITING,33.6,130.41667
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Okayama University Hospital,Okayama,,700-8558,Japan,RECRUITING,34.65,133.93333
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0053,Osaka,,545-8586,Japan,NOT_YET_RECRUITING,34.69379,135.50107
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Szpital Specjalistyczny nr 1 w Bytomiu,Bytom,Silesian Voivodeship,41-902,Poland,RECRUITING,50.34802,18.93282
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Narodowy Instytut Onkologii - Oddzial w Gliwicach,Gliwice,Silesian Voivodeship,44-101,Poland,RECRUITING,50.29761,18.67658
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0013,Lisbon,Lisbon District,1649-035,Portugal,NOT_YET_RECRUITING,38.72509,-9.1498
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Hospital Universitari Vall d'Hebron,Barcelona,Barcelona [Barcelona],08035,Spain,RECRUITING,41.38879,2.15899
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Hospital Sant Joan de Déu,Esplugues de Llobregat,Barcelona [Barcelona],08950,Spain,RECRUITING,41.37732,2.08809
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0088,Donostia / San Sebastian,Gipuzkoa,20014,Spain,NOT_YET_RECRUITING,43.31283,-1.97499
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0087,Madrid,,28006,Spain,NOT_YET_RECRUITING,40.4165,-3.70256
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,H.R.U Málaga - Hospital General,Málaga,,29011,Spain,RECRUITING,36.72016,-4.42034
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0089,Murcia,,30120,Spain,NOT_YET_RECRUITING,37.98704,-1.13004
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0061,London,"London, City of",NW1 2PG,United Kingdom,WITHDRAWN,51.50853,-0.12574
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,University College London Hospital,London,"London, City of",NW1 2PG,United Kingdom,RECRUITING,51.50853,-0.12574
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,King's College Hospital,London,"London, City of",SE5 9RL,United Kingdom,RECRUITING,51.50853,-0.12574
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0090,Metropolitan Borough of Wirral,Merseyside,L63 4JY,United Kingdom,NOT_YET_RECRUITING,53.37616,-3.10501
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0102,"Crownhill, Plymouth",,PL6 8DH,United Kingdom,NOT_YET_RECRUITING,,
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Local Institution - 0091,Liverpool,,L9 7AL,United Kingdom,NOT_YET_RECRUITING,53.41058,-2.97794
NCT07470151,Clinical Study of EVM18001 in the Treatment of Refractory Autoimmune Diseases,RECRUITING,Union hospital Tongji medical college Huazhong university of science and technology,Wuhan,Hubei,430022,China,RECRUITING,30.58333,114.26667
NCT06980597,A Study of OL-108 in Relapsed/Refractory Autoimmune Diseases,RECRUITING,Beijing Boren Hospital,Beijing,,,China,RECRUITING,39.9075,116.39723
NCT06980597,A Study of OL-108 in Relapsed/Refractory Autoimmune Diseases,RECRUITING,Beijing GoBroad Hospital,Beijing,,,China,RECRUITING,39.9075,116.39723
NCT07152223,Clinical Study on the Safety and Efficacy of CD19-BCMA CAR-T Cell Therapy for Connective Tissue Diseases,RECRUITING,Dongguan Taixin Hospital,Dongguan,Guangdong,523125,China,RECRUITING,23.01797,113.74866
NCT06420154,The Safety and Efficacy of Anti-CD19 CAR-T Cells in Patients With Relapsed/Refractory Autoimmune Diseases,NOT_YET_RECRUITING,The First Affiliated Hospital of Wenzhou Medical University,Wenzhou,Zhejiang,325000,China,,27.99942,120.66682
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Cedars Sinai,Los Angeles,California,90048,United States,,34.05223,-118.24368
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,UCSF Medical Center,San Francisco,California,94143,United States,,37.77493,-122.41942
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Mayo Clinic,Jacksonville,Florida,32224,United States,,30.33218,-81.65565
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Emory University Winship Cancer Institute,Atlanta,Georgia,30322,United States,,33.749,-84.38798
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,University of Chicago,Chicago,Illinois,60637,United States,,41.85003,-87.65005
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,University of Kansas,Westwood,Kansas,66205,United States,,39.04056,-94.6169
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,"Markey Cancer Center, University of Kentucky",Lexington,Kentucky,40536,United States,,37.98869,-84.47772
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,University of Maryland,Baltimore,Maryland,21201,United States,,39.29038,-76.61219
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Beth Israel Deaconess Medical Center,Boston,Massachusetts,02215,United States,,42.35843,-71.05977
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,University of Minnesota,Minneapolis,Minnesota,55455,United States,,44.97997,-93.26384
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Washington University,St Louis,Missouri,63130,United States,,38.62727,-90.19789
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Roswell Park Cancer Insitute,Buffalo,New York,14203,United States,,42.88645,-78.87837
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Weill Cornell Medical College / New York Presbyterian Hospital,New York,New York,10021,United States,,40.71427,-74.00597
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Duke University,Durham,North Carolina,27710,United States,,35.99403,-78.89862
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Oregon Health and Science University,Portland,Oregon,97239,United States,,45.52345,-122.67621
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Fox Chase Cancer Center,Philadelphia,Pennsylvania,19111,United States,,39.95238,-75.16362
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Sarah Cannon Research Institute,Nashville,Tennessee,37203,United States,,36.16589,-86.78444
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,"Harold C. Simmons Comprehensive Cancer Center, UT Southwestern Medical Center",Dallas,Texas,75390,United States,,32.78306,-96.80667
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Texas Transplant Institute,San Antonio,Texas,78229,United States,,29.42412,-98.49363
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Virginia Commonwealth University Massey Cancer Center,Richmond,Virginia,23298,United States,,37.55376,-77.46026
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Swedish Cancer Institute,Seattle,Washington,98104,United States,,47.60621,-122.33207
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Royal Prince Alfred Hospital,Sydney,New South Wales,2050,Australia,,-33.86785,151.20732
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Peter MacCallum Cancer Centre,Melbourne,Victoria,3000,Australia,,-37.814,144.96332
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Sir Charles Gairdner Hospital,Nedlands,Western Australia,6009,Australia,,-31.98184,115.8073
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Princess Margaret Cancer Centre,Toronto,Ontario,M5G 2M9,Canada,,43.70643,-79.39864
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,CHU de Lille,Lille,,59000,France,,50.63391,3.05512
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Institut Paoli-Calmettes,Marseille,,13009,France,,43.29695,5.38107
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Hôpital Saint Antoine,Paris,,75012,France,,48.85341,2.3488
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,University of Hamburg,Hamburg,,20148,Germany,,53.55073,9.99302
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,University Hospital Würzburg,Würzburg,,97080,Germany,,49.79391,9.95121
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Clinica Universidad de Navarra,Pamplona,Navarre,31008,Spain,,42.81687,-1.64323
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Hospital Clínic de Barcelona,Barcelona,,08036,Spain,,41.38879,2.15899
NCT04035434,A Safety and Efficacy Study Evaluating CTX110 in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),TERMINATED,Hospital Universitario de Salamanca,Salamanca,,37007,Spain,,40.96882,-5.66388
NCT01716364,"Safety Study of Anti LewisY Chimeric Antigen Receptor in Myeloma, Acute Myeloid Leukemia or Myelodysplastic Syndrome",UNKNOWN,Peter MacCallum Cancer Centre,Melbourne,Victoria,3002,Australia,,-37.814,144.96332
NCT07331467,Study of Ultra-Fast CD19 CAR-T Therapy for Refractory SLE,RECRUITING,"Affiliated Drum Tower Hospital, Medical School of Nanjing University",Nanjing,Jiangsu,,China,RECRUITING,32.06167,118.77778
NCT07048197,"A Study to Assess Safety, Cellular Kinetics and Exploratory Efficacy of Rapcabtagene Autoleucel in Rheumatoid Arthritis and Sjogren's Disease",RECRUITING,Novartis Investigative Site,Bordeaux,,33076,France,RECRUITING,44.84124,-0.58046
NCT07048197,"A Study to Assess Safety, Cellular Kinetics and Exploratory Efficacy of Rapcabtagene Autoleucel in Rheumatoid Arthritis and Sjogren's Disease",RECRUITING,Novartis Investigative Site,Brest,,29200,France,RECRUITING,48.39029,-4.48628
NCT07048197,"A Study to Assess Safety, Cellular Kinetics and Exploratory Efficacy of Rapcabtagene Autoleucel in Rheumatoid Arthritis and Sjogren's Disease",RECRUITING,Novartis Investigative Site,Le Kremlin-Bicêtre,,94275,France,RECRUITING,48.81471,2.36073
NCT07048197,"A Study to Assess Safety, Cellular Kinetics and Exploratory Efficacy of Rapcabtagene Autoleucel in Rheumatoid Arthritis and Sjogren's Disease",RECRUITING,Novartis Investigative Site,Lille,,59037,France,RECRUITING,50.63391,3.05512
NCT07048197,"A Study to Assess Safety, Cellular Kinetics and Exploratory Efficacy of Rapcabtagene Autoleucel in Rheumatoid Arthritis and Sjogren's Disease",RECRUITING,Novartis Investigative Site,Freiburg im Breisgau,Baden-Wurttemberg,79106,Germany,RECRUITING,47.9959,7.85222
NCT07048197,"A Study to Assess Safety, Cellular Kinetics and Exploratory Efficacy of Rapcabtagene Autoleucel in Rheumatoid Arthritis and Sjogren's Disease",RECRUITING,Novartis Investigative Site,Cologne,North Rhine-Westphalia,50937,Germany,RECRUITING,50.93333,6.95
NCT07048197,"A Study to Assess Safety, Cellular Kinetics and Exploratory Efficacy of Rapcabtagene Autoleucel in Rheumatoid Arthritis and Sjogren's Disease",RECRUITING,Novartis Investigative Site,Berlin,,13353,Germany,RECRUITING,52.52437,13.41053
NCT07048197,"A Study to Assess Safety, Cellular Kinetics and Exploratory Efficacy of Rapcabtagene Autoleucel in Rheumatoid Arthritis and Sjogren's Disease",RECRUITING,Novartis Investigative Site,Ulm,,89081,Germany,RECRUITING,48.39841,9.99155
NCT07048197,"A Study to Assess Safety, Cellular Kinetics and Exploratory Efficacy of Rapcabtagene Autoleucel in Rheumatoid Arthritis and Sjogren's Disease",RECRUITING,Novartis Investigative Site,Singapore,,119074,Singapore,RECRUITING,1.28967,103.85007
NCT07048197,"A Study to Assess Safety, Cellular Kinetics and Exploratory Efficacy of Rapcabtagene Autoleucel in Rheumatoid Arthritis and Sjogren's Disease",RECRUITING,Novartis Investigative Site,Barcelona,,08035,Spain,RECRUITING,41.38879,2.15899
NCT07048197,"A Study to Assess Safety, Cellular Kinetics and Exploratory Efficacy of Rapcabtagene Autoleucel in Rheumatoid Arthritis and Sjogren's Disease",RECRUITING,Novartis Investigative Site,Madrid,,28034,Spain,RECRUITING,40.4165,-3.70256
NCT07144462,"A Study to Evaluate the Safety, Tolerability, and Preliminary Efficacy of NEUK203-215 Injection in Adult Chinese Patients With Relapsed/Refractory Autoimmune Diseases",RECRUITING,Shanghai Changzheng Hospital,Shanghai,Shanghai Municipality,200131,China,RECRUITING,31.22222,121.45806
NCT07298590,An Exploratory Clinical Study on the Safety and Efficacy of CD19/BCMA CAR-NK in the Treatment of Relapsed and Refractory IgG4-related Disease,NOT_YET_RECRUITING,Changhai Hospital,Shanghai,,200433,China,,31.22222,121.45806
NCT03356782,Safety and Efficacy Evaluation of 4th Generation Safety-engineered CAR T Cells Targeting Sarcomas,UNKNOWN,Shenzhen Geno-immune Medical Institute,Shenzhen,Guangdong,518000,China,RECRUITING,22.54554,114.0683
NCT07335562,"A Study to Compare the Efficacy and Safety of BMS-986353 (Zolacaptagene- Autoleucel / Zola-cel), CD19-CAR T Cells, Versus Standard of Care in Participants With Active Systemic Sclerosis",NOT_YET_RECRUITING,Local Institution - 0035,Scottsdale,Arizona,85259,United States,,33.50921,-111.89903
NCT07335562,"A Study to Compare the Efficacy and Safety of BMS-986353 (Zolacaptagene- Autoleucel / Zola-cel), CD19-CAR T Cells, Versus Standard of Care in Participants With Active Systemic Sclerosis",NOT_YET_RECRUITING,Local Institution - 0092,Aurora,Colorado,80045,United States,,39.72943,-104.83192
NCT07335562,"A Study to Compare the Efficacy and Safety of BMS-986353 (Zolacaptagene- Autoleucel / Zola-cel), CD19-CAR T Cells, Versus Standard of Care in Participants With Active Systemic Sclerosis",NOT_YET_RECRUITING,Local Institution - 0001,Denver,Colorado,80218,United States,,39.73915,-104.9847
NCT07335562,"A Study to Compare the Efficacy and Safety of BMS-986353 (Zolacaptagene- Autoleucel / Zola-cel), CD19-CAR T Cells, Versus Standard of Care in Participants With Active Systemic Sclerosis",NOT_YET_RECRUITING,Local Institution - 0069,Miami,Florida,33136,United States,,25.77427,-80.19366
NCT07335562,"A Study to Compare the Efficacy and Safety of BMS-986353 (Zolacaptagene- Autoleucel / Zola-cel), CD19-CAR T Cells, Versus Standard of Care in Participants With Active Systemic Sclerosis",NOT_YET_RECRUITING,Local Institution - 0014,Atlanta,Georgia,30322,United States,,33.749,-84.38798
NCT07335562,"A Study to Compare the Efficacy and Safety of BMS-986353 (Zolacaptagene- Autoleucel / Zola-cel), CD19-CAR T Cells, Versus Standard of Care in Participants With Active Systemic Sclerosis",NOT_YET_RECRUITING,Local Institution - 0139,Chicago,Illinois,60611,United States,,41.85003,-87.65005
NCT07335562,"A Study to Compare the Efficacy and Safety of BMS-986353 (Zolacaptagene- Autoleucel / Zola-cel), CD19-CAR T Cells, Versus Standard of Care in Participants With Active Systemic Sclerosis",NOT_YET_RECRUITING,Local Institution - 0084,Worcester,Massachusetts,01655,United States,,42.26259,-71.80229
NCT07335562,"A Study to Compare the Efficacy and Safety of BMS-986353 (Zolacaptagene- Autoleucel / Zola-cel), CD19-CAR T Cells, Versus Standard of Care in Participants With Active Systemic Sclerosis",NOT_YET_RECRUITING,Local Institution - 0034,Ann Arbor,Michigan,48109,United States,,42.27756,-83.74088
NCT07335562,"A Study to Compare the Efficacy and Safety of BMS-986353 (Zolacaptagene- Autoleucel / Zola-cel), CD19-CAR T Cells, Versus Standard of Care in Participants With Active Systemic Sclerosis",NOT_YET_RECRUITING,Local Institution - 0037,Rochester,Minnesota,55905,United States,,44.02163,-92.4699
NCT07335562,"A Study to Compare the Efficacy and Safety of BMS-986353 (Zolacaptagene- Autoleucel / Zola-cel), CD19-CAR T Cells, Versus Standard of Care in Participants With Active Systemic Sclerosis",NOT_YET_RECRUITING,Local Institution - 0082,Summit,New Jersey,07901,United States,,40.71562,-74.36468
NCT07335562,"A Study to Compare the Efficacy and Safety of BMS-986353 (Zolacaptagene- Autoleucel / Zola-cel), CD19-CAR T Cells, Versus Standard of Care in Participants With Active Systemic Sclerosis",NOT_YET_RECRUITING,Local Institution - 0122,Cleveland,Ohio,44195,United States,,41.4995,-81.69541
